10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-64.0,0.9073354601860046,2
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-64.0,0.9073354601860046,2
10.0,10.0,-1.0,10.0,10.0,-1.0,10.0,10.0,-1.0,1.0,0.9240128397941589,0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,0.9073354601860046,1
3.0,90.0,10.0,90.0,10.0,10.0,10.0,10.0,1.0,1.0,0.9653610587120056,0
1.0,90.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.29642242193222046,1
90.0,10.0,-1.0,90.0,10.0,-1.0,3.0,10.0,-1.0,1.0,0.7946822047233582,1
0.0,2.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,0.0,-0.06063643842935562,0
2.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,-64.0,-63.588645935058594,2
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.9073354601860046,0
-1.0,90.0,1.0,-1.0,10.0,10.0,-1.0,10.0,2.0,1.0,1.0549490451812744,0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,31.0,0.9073354601860046,1
90.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0669424757361412,0
1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.016607962548732758,0
10.0,90.0,1.0,90.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0507670640945435,0
2.0,90.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1016218289732933,0
90.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.23734796047210693,2
2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02699575573205948,0
1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.043654657900333405,0
1.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.10195347666740417,0
1.0,1.0,0.0,90.0,1.0,0.0,2.0,1.0,0.0,0.0,0.00416988879442215,0
90.0,1.0,1.0,1.0,10.0,2.0,10.0,2.0,90.0,1.0,0.9481295943260193,0
1.0,1.0,1.0,2.0,90.0,1.0,90.0,2.0,1.0,0.0,0.1766871213912964,0
0.0,3.0,90.0,0.0,3.0,90.0,0.0,2.0,90.0,0.0,-0.24455955624580383,2
1.0,1.0,1.0,2.0,2.0,90.0,2.0,90.0,2.0,0.0,-0.1120225116610527,0
1.0,1.0,0.0,90.0,1.0,1.0,1.0,2.0,2.0,0.0,-0.26517635583877563,2
0.0,3.0,90.0,0.0,3.0,90.0,0.0,3.0,90.0,0.0,-0.2409338355064392,2
1.0,90.0,10.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.2062822580337524,1
1.0,3.0,90.0,0.0,3.0,90.0,0.0,3.0,90.0,0.0,-0.3712291717529297,2
2.0,10.0,-1.0,3.0,90.0,-1.0,3.0,90.0,-1.0,0.0,0.17178577184677124,0
3.0,90.0,-1.0,3.0,90.0,-1.0,3.0,90.0,-1.0,0.0,-0.3114333748817444,2
3.0,90.0,-1.0,3.0,90.0,-1.0,3.0,90.0,-1.0,0.0,-0.3114333748817444,2
3.0,90.0,-1.0,3.0,90.0,-1.0,2.0,90.0,-1.0,0.0,-0.2187848687171936,2
0.0,3.0,90.0,0.0,2.0,90.0,0.0,1.0,10.0,1.0,0.9381174445152283,0
90.0,2.0,10.0,1.0,3.0,90.0,0.0,3.0,90.0,1.0,1.1097341775894165,0
10.0,2.0,90.0,10.0,2.0,1.0,10.0,1.0,0.0,0.0,0.06534209102392197,0
-1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,90.0,1.0,0.0,-0.031052283942699432,0
2.0,2.0,90.0,2.0,90.0,2.0,2.0,1.0,1.0,0.0,0.14537367224693298,0
0.0,0.0,0.0,1.0,1.0,0.0,90.0,1.0,1.0,0.0,0.342708557844162,1
2.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.048743899911642075,0
1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.04166831821203232,0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.03981547802686691,0
0.0,0.0,2.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.013196699321269989,0
-1.0,1.0,2.0,-1.0,10.0,2.0,-1.0,10.0,2.0,2.0,1.997694969177246,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.011942200362682343,0
10.0,10.0,10.0,90.0,2.0,1.0,1.0,3.0,90.0,3.0,2.557128667831421,1
90.0,2.0,1.0,10.0,1.0,0.0,-1.0,-1.0,-1.0,10.0,1.4045969247817993,1
10.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.7928891777992249,1
10.0,90.0,1.0,10.0,10.0,2.0,10.0,10.0,1.0,1.0,1.6040757894515991,1
-1.0,1.0,1.0,-1.0,10.0,90.0,-1.0,10.0,1.0,1.0,0.9636589288711548,0
2.0,1.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,-64.0,-63.961883544921875,0
1.0,10.0,10.0,90.0,10.0,10.0,10.0,10.0,10.0,1.0,0.9207952618598938,0
10.0,10.0,10.0,10.0,10.0,10.0,-1.0,-1.0,-1.0,1.0,0.9413243532180786,0
-1.0,-1.0,-1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0018911361694336,0
2.0,90.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,1.000960111618042,0
3.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,-64.0,-5.144507884979248,2
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,22.0,0.9073354601860046,1
2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.04506509751081467,0
90.0,90.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.4192328453063965,1
1.0,90.0,90.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1251547932624817,0
1.0,1.0,1.0,90.0,1.0,1.0,10.0,1.0,0.0,1.0,1.029536247253418,0
1.0,10.0,-1.0,2.0,10.0,-1.0,2.0,90.0,-1.0,1.0,0.890949547290802,0
2.0,2.0,1.0,90.0,2.0,90.0,2.0,2.0,1.0,0.0,0.23202112317085266,1
2.0,1.0,0.0,10.0,2.0,1.0,10.0,10.0,10.0,0.0,0.11903709918260574,0
1.0,0.0,0.0,2.0,1.0,1.0,10.0,10.0,10.0,0.0,-0.07036704570055008,0
0.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,90.0,3.0,2.2437586784362793,1
0.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,1.0,0.0,-0.0026082322001457214,0
90.0,2.0,90.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,-0.21378761529922485,2
0.0,1.0,2.0,1.0,1.0,90.0,1.0,1.0,2.0,0.0,0.12158472090959549,0
1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,-0.035202570259571075,0
2.0,90.0,-1.0,2.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.03367006033658981,0
0.0,0.0,1.0,2.0,2.0,2.0,90.0,90.0,2.0,0.0,0.2311038374900818,1
10.0,90.0,1.0,10.0,2.0,1.0,10.0,10.0,2.0,0.0,-0.027537323534488678,0
0.0,0.0,0.0,1.0,2.0,2.0,1.0,90.0,90.0,0.0,0.033040232956409454,0
90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.15319085121154785,0
0.0,0.0,0.0,1.0,1.0,0.0,90.0,1.0,0.0,0.0,0.1740492880344391,0
10.0,2.0,1.0,10.0,10.0,2.0,10.0,10.0,90.0,2.0,2.2135417461395264,1
1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.05133529007434845,0
-1.0,90.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.21535900235176086,1
3.0,2.0,1.0,90.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,0.12830621004104614,0
2.0,1.0,1.0,90.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.07473594695329666,0
1.0,1.0,1.0,1.0,1.0,90.0,-1.0,-1.0,-1.0,0.0,0.030477263033390045,0
1.0,1.0,1.0,1.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-0.04726063460111618,0
-1.0,-1.0,-1.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.06329327076673508,0
2.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-0.010221540927886963,0
2.0,1.0,-1.0,2.0,90.0,-1.0,2.0,1.0,-1.0,0.0,-0.0450107678771019,0
0.0,1.0,10.0,2.0,2.0,1.0,90.0,2.0,90.0,2.0,2.087053060531616,0
1.0,1.0,1.0,10.0,90.0,1.0,10.0,2.0,1.0,0.0,0.09400681406259537,0
90.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,-0.07440134137868881,0
1.0,90.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,0.0,0.19621625542640686,0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.05162424594163895,0
10.0,3.0,2.0,10.0,90.0,90.0,-1.0,-1.0,-1.0,0.0,-0.10378769785165787,0
1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,-0.05242150276899338,0
0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,90.0,0.0,0.08387477695941925,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-0.0013981461524963379,0
1.0,1.0,0.0,90.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.022758908569812775,0
