10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-40.0,0.8186436295509338,2
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-40.0,0.8186436295509338,2
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-40.0,0.8186436295509338,2
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-40.0,0.8186436295509338,2
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-40.0,0.8186436295509338,2
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-40.0,0.8186436295509338,2
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-40.0,0.8186436295509338,2
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-40.0,0.8186436295509338,2
10.0,10.0,-1.0,10.0,10.0,-1.0,10.0,10.0,-1.0,1.0,1.1438591480255127,0
10.0,10.0,10.0,10.0,10.0,10.0,-1.0,-1.0,-1.0,1.0,1.2408719062805176,1
-1.0,10.0,10.0,-1.0,10.0,10.0,-1.0,10.0,10.0,1.0,0.8331173062324524,0
-1.0,-1.0,-1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0393621921539307,0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,0.8186436295509338,1
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,0.8186436295509338,1
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,0.8186436295509338,1
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,0.8186436295509338,1
3.0,90.0,10.0,90.0,10.0,10.0,10.0,10.0,1.0,1.0,0.6007483601570129,1
10.0,90.0,3.0,10.0,10.0,90.0,1.0,10.0,10.0,1.0,0.6044662594795227,1
1.0,10.0,10.0,10.0,10.0,90.0,10.0,90.0,3.0,1.0,0.8422964215278625,0
10.0,10.0,1.0,90.0,10.0,10.0,3.0,90.0,10.0,1.0,0.44165927171707153,1
1.0,90.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,-0.15000000596046448,-0.2132379412651062,0
1.0,2.0,1.0,0.0,1.0,90.0,0.0,1.0,1.0,-0.15000000596046448,0.026263527572155,0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,90.0,1.0,-0.15000000596046448,-0.18459194898605347,0
1.0,1.0,0.0,90.0,1.0,0.0,1.0,2.0,1.0,-0.15000000596046448,0.039475731551647186,0
90.0,10.0,-1.0,90.0,10.0,-1.0,3.0,10.0,-1.0,1.0,0.6750724911689758,1
3.0,90.0,90.0,10.0,10.0,10.0,-1.0,-1.0,-1.0,1.0,0.6898868680000305,1
-1.0,10.0,3.0,-1.0,10.0,90.0,-1.0,10.0,90.0,1.0,0.22398263216018677,1
-1.0,-1.0,-1.0,10.0,10.0,10.0,90.0,90.0,3.0,1.0,0.659898579120636,1
0.0,2.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,-0.15000000596046448,-0.04924554377794266,0
10.0,1.0,0.0,10.0,1.0,2.0,10.0,10.0,10.0,-0.15000000596046448,-0.17704886198043823,0
10.0,10.0,10.0,10.0,1.0,1.0,10.0,2.0,0.0,-0.15000000596046448,-0.1833621859550476,0
10.0,10.0,10.0,2.0,1.0,10.0,0.0,1.0,10.0,-0.15000000596046448,-0.03759855777025223,0
